Sum of Age,Attrition,BusinessTravel,Sum of DailyRate,Department,Sum of DistanceFromHome,Sum of Education,EducationField,Sum of EmployeeCount,EmployeeNumber,Sum of EnvironmentSatisfaction,Gender,Sum of HourlyRate,Sum of JobInvolvement,Sum of JobLevel,JobRole,Sum of JobSatisfaction,MaritalStatus,Sum of MonthlyIncome,Sum of MonthlyRate,Sum of NumCompaniesWorked,Over18,OverTime,Sum of PercentSalaryHike,Sum of PerformanceRating,Sum of RelationshipSatisfaction,Sum of StandardHours,Sum of StockOptionLevel,Sum of TotalWorkingYears,Sum of TrainingTimesLastYear,Sum of WorkLifeBalance,Sum of YearsAtCompany,Sum of YearsInCurrentRole,Sum of YearsSinceLastPromotion,Sum of YearsWithCurrManager
88,No,Travel_Rarely,1814,Research & Development,32,4,Medical,2,1,2,Male,106,6,4,Sales Executive,6,Married,2490,31858,6,Y,No,46,6,6,160,2,26,10,4,0,0,0,0
72,No,Travel_Rarely,432,Research & Development,38,6,Medical,2,1,4,Male,158,2,4,Sales Representative,6,Single,9080,38534,12,Y,No,24,6,4,160,4,46,4,6,14,0,6,18
52,No,Travel_Rarely,1742,Research & Development,36,6,Medical,2,24,4,Male,172,4,4,Laboratory Technician,4,Married,8496,17972,0,Y,No,26,6,4,160,0,8,6,4,0,6,10,12
64,No,Travel_Rarely,2412,Research & Development,2,6,Medical,2,96,2,Male,198,4,2,Laboratory Technician,6,Single,10778,51378,2,Y,No,24,6,6,160,0,2,6,4,22,6,0,4
74,No,Travel_Rarely,408,Research & Development,30,6,Medical,2,129,4,Female,94,6,4,Sales Executive,6,Married,2018,11298,2,Y,No,28,6,6,160,0,18,6,4,8,0,0,4
106,No,Travel_Rarely,1424,Research & Development,2,4,Medical,2,130,4,Male,80,4,4,Research Scientist,6,Single,17358,37030,2,Y,No,26,6,4,160,2,8,8,4,0,8,0,12
102,No,Travel_Rarely,204,Research & Development,44,4,Medical,2,131,2,Male,106,4,4,Sales Representative,6,Married,12502,31892,10,Y,No,22,6,4,160,0,0,0,4,26,18,0,12
36,No,Travel_Rarely,2752,Research & Development,20,4,Medical,2,132,8,Female,174,6,2,Manager,6,Married,22036,33006,6,Y,No,26,6,4,160,2,14,2,6,46,10,0,12
36,No,Travel_Rarely,204,Research & Development,22,8,Medical,2,150,4,Male,60,2,2,Laboratory Technician,2,Single,2712,36332,0,Y,No,36,6,4,160,0,20,4,4,26,12,0,22
54,No,Travel_Rarely,822,Research & Development,32,4,Medical,2,154,6,Male,90,4,2,Research Scientist,6,Married,14540,22870,0,Y,No,30,6,4,160,0,22,6,4,24,0,6,2
88,No,Travel_Rarely,654,Research & Development,4,10,Medical,2,175,2,Male,142,4,4,Laboratory Technician,4,Single,16828,22736,4,Y,No,22,6,8,160,0,20,4,6,18,18,10,8
60,No,Travel_Rarely,404,Research & Development,36,6,Medical,2,184,4,Female,60,2,2,Healthcare Representative,6,Single,4968,34710,6,Y,No,48,6,8,160,2,8,0,6,24,8,2,16
62,No,Travel_Rarely,2760,Research & Development,6,10,Medical,2,185,6,Female,136,2,4,Healthcare Representative,8,Married,2018,25214,0,Y,Yes,30,6,2,160,2,8,10,4,12,18,4,12
74,No,Travel_Rarely,654,Research & Development,40,4,Medical,2,201,6,Male,98,4,6,Healthcare Representative,4,Married,24482,52338,0,Y,No,34,6,6,160,0,18,4,6,8,6,0,2
80,No,Travel_Rarely,672,Research & Development,20,2,Medical,2,203,2,Male,122,4,2,Laboratory Technician,2,Married,27512,27308,18,Y,No,40,6,4,160,0,20,10,6,14,10,6,0
86,No,Travel_Rarely,204,Research & Development,20,2,Medical,2,228,4,Female,86,6,2,Sales Executive,6,Married,29058,25466,4,Y,No,28,6,2,160,4,2,6,6,38,20,0,0
78,No,Travel_Rarely,918,Research & Development,24,4,Medical,2,234,4,Female,98,4,6,Research Director,8,Married,22358,33080,0,Y,Yes,44,6,6,160,2,34,6,4,0,12,0,10
68,No,Travel_Rarely,804,Research & Development,32,6,Medical,2,240,6,Male,60,4,4,Sales Executive,2,Single,2018,13628,14,Y,No,30,6,6,160,2,28,4,2,8,20,6,6
66,No,Travel_Rarely,1212,Research & Development,24,4,Medical,2,294,2,Female,114,8,2,Research Scientist,2,Divorced,13192,22462,4,Y,No,32,6,6,160,2,20,6,4,24,16,10,0
78,No,Travel_Rarely,614,Research & Development,10,4,Medical,2,301,8,Male,200,4,6,Manager,2,Married,19240,4188,2,Y,No,40,6,2,160,0,20,2,2,4,8,0,8
62,No,Travel_Rarely,1554,Research & Development,2,4,Medical,2,305,6,Male,142,4,6,Research Scientist,8,Divorced,37358,16900,6,Y,Yes,22,6,2,160,0,24,12,4,4,18,0,16
68,No,Travel_Rarely,2956,Research & Development,46,8,Medical,2,306,8,Male,154,6,4,Research Scientist,6,Married,16388,35522,0,Y,No,26,6,2,160,0,34,4,6,22,0,14,12
82,No,Travel_Rarely,1664,Research & Development,8,6,Medical,2,324,6,Female,126,6,2,Healthcare Representative,6,Married,2018,22060,0,Y,Yes,42,6,8,160,0,34,10,4,0,4,16,10
60,No,Travel_Rarely,2140,Research & Development,10,4,Medical,2,343,2,Male,132,6,6,Laboratory Technician,6,Married,11882,14796,4,Y,No,22,6,6,160,0,10,6,6,30,0,0,10
98,No,Travel_Rarely,1080,Research & Development,2,6,Medical,2,343,4,Male,110,4,2,Research Scientist,4,Married,19576,52838,4,Y,Yes,34,6,6,160,2,0,4,8,46,12,0,10
80,No,Travel_Rarely,2194,Research & Development,30,8,Medical,2,344,2,Female,152,4,2,Research Scientist,4,Single,24074,22386,8,Y,Yes,26,6,4,160,2,10,6,2,0,10,8,6
52,No,Travel_Rarely,2256,Research & Development,30,6,Medical,2,350,4,Male,154,6,4,Sales Executive,2,Married,2018,23224,8,Y,No,22,6,6,160,2,0,6,4,30,0,6,24
72,No,Travel_Rarely,1732,Research & Development,40,4,Medical,2,356,6,Male,100,4,4,Sales Executive,8,Divorced,5384,33510,6,Y,No,30,6,6,160,0,24,2,2,4,10,2,14
82,No,Travel_Rarely,1232,Research & Development,2,6,Medical,2,362,6,Male,166,4,2,Laboratory Technician,6,Single,6632,22560,2,Y,Yes,36,6,2,160,2,24,2,4,28,16,6,8
78,No,Travel_Rarely,1996,Research & Development,12,2,Medical,2,370,4,Male,60,6,4,Research Scientist,2,Married,23630,40620,0,Y,No,24,6,4,160,4,38,8,4,20,8,0,2
50,No,Travel_Rarely,762,Research & Development,2,4,Medical,2,371,6,Female,152,4,4,Sales Executive,4,Single,10052,23140,6,Y,Yes,26,6,6,160,2,40,2,4,20,4,14,12
88,No,Travel_Rarely,1754,Research & Development,18,4,Medical,2,383,4,Male,136,2,6,Sales Representative,4,Single,9392,53998,14,Y,Yes,22,6,2,160,0,2,6,6,0,0,2,14
70,No,Travel_Rarely,2042,Research & Development,26,4,Medical,2,388,6,Male,116,2,2,Laboratory Technician,8,Married,3054,44336,12,Y,Yes,38,6,6,160,2,48,12,4,14,0,0,2
72,No,Travel_Rarely,1944,Research & Development,14,8,Medical,2,391,2,Male,114,4,2,Human Resources,4,Divorced,20036,20424,2,Y,No,34,6,8,160,0,2,10,4,22,14,8,4
64,No,Travel_Rarely,204,Research & Development,42,4,Medical,2,404,4,Female,128,4,2,Research Scientist,4,Single,16146,53998,12,Y,Yes,42,6,6,160,0,18,2,4,12,0,8,10
72,No,Travel_Rarely,1942,Research & Development,10,6,Medical,2,415,2,Male,92,4,2,Research Scientist,2,Married,12962,24656,0,Y,Yes,30,6,6,160,2,0,4,4,16,14,12,6
66,No,Travel_Rarely,2250,Research & Development,16,4,Medical,2,419,6,Female,96,2,2,Research Scientist,4,Single,17124,8836,6,Y,No,32,6,2,160,0,2,6,4,0,6,4,4
70,No,Travel_Rarely,2830,Research & Development,34,4,Medical,2,422,6,Male,138,2,4,Sales Executive,2,Divorced,11442,17860,0,Y,No,24,6,4,160,2,46,2,4,6,22,0,4
74,No,Travel_Rarely,1832,Research & Development,2,6,Medical,2,455,4,Male,150,4,4,Healthcare Representative,4,Married,10982,33660,4,Y,Yes,24,6,2,160,0,42,2,4,0,0,0,20
92,No,Travel_Rarely,1952,Research & Development,32,4,Medical,2,464,2,Male,138,4,6,Healthcare Representative,4,Single,16718,26656,6,Y,No,34,6,2,160,0,18,6,4,14,12,0,0
94,No,Travel_Rarely,1832,Research & Development,2,4,Medical,2,492,4,Male,116,4,4,Sales Executive,2,Divorced,23352,39090,8,Y,No,30,6,2,160,2,46,4,6,0,8,0,4
76,No,Travel_Rarely,204,Research & Development,28,2,Medical,2,508,2,Female,96,2,2,Sales Representative,6,Married,14126,23674,2,Y,No,22,6,4,160,0,18,8,6,14,8,4,6
36,No,Travel_Rarely,496,Research & Development,16,2,Medical,2,524,2,Male,174,4,4,Research Scientist,2,Divorced,14478,47238,2,Y,No,22,6,2,160,0,38,4,4,28,4,0,14
72,No,Travel_Rarely,2854,Research & Development,26,4,Medical,2,525,4,Female,132,6,6,Healthcare Representative,6,Married,10132,14474,2,Y,No,36,6,6,160,0,8,8,6,6,10,0,6
62,No,Travel_Rarely,2234,Research & Development,4,4,Medical,2,527,4,Male,86,4,6,Human Resources,2,Married,25506,25744,4,Y,Yes,38,6,6,160,6,0,4,4,6,0,0,12
78,No,Travel_Rarely,1608,Research & Development,22,2,Medical,2,538,2,Female,114,6,2,Research Scientist,4,Married,2520,9804,0,Y,No,28,6,2,160,0,18,6,2,4,0,0,16
52,No,Travel_Rarely,684,Research & Development,26,8,Medical,2,540,4,Female,116,6,4,Sales Executive,6,Divorced,8776,25706,0,Y,Yes,30,6,8,160,0,16,0,6,18,0,6,0
90,No,Travel_Rarely,2842,Research & Development,18,4,Medical,2,551,2,Male,72,6,4,Healthcare Representative,2,Married,18980,34198,12,Y,No,46,6,4,160,0,24,0,8,8,0,10,12
78,No,Travel_Rarely,1740,Research & Development,12,2,Medical,2,567,2,Female,200,2,2,Laboratory Technician,8,Divorced,4180,33670,4,Y,No,22,6,4,160,0,22,6,6,8,6,2,0
108,No,Travel_Rarely,1286,Research & Development,44,4,Medical,2,585,2,Female,86,4,2,Healthcare Representative,4,Single,18104,22946,8,Y,Yes,32,6,2,160,2,10,6,6,28,12,6,14
86,No,Travel_Rarely,2832,Research & Development,36,2,Medical,2,589,4,Male,118,4,4,Research Scientist,6,Divorced,7698,29164,0,Y,No,42,6,2,160,0,16,8,6,0,12,0,14
68,No,Travel_Rarely,2014,Research & Development,24,2,Medical,2,597,2,Male,184,4,6,Manufacturing Director,4,Divorced,17262,53998,4,Y,No,34,6,4,160,0,28,2,4,32,0,0,14
38,No,Travel_Rarely,768,Research & Development,44,6,Medical,2,604,6,Female,84,6,2,Research Scientist,6,Divorced,30528,33640,10,Y,No,38,6,8,160,0,40,6,6,22,10,18,10
48,No,Travel_Rarely,1616,Research & Development,40,4,Medical,2,608,2,Male,98,4,2,Manager,4,Married,17398,47574,0,Y,No,24,6,6,160,2,24,4,6,2,8,0,4
54,No,Travel_Rarely,762,Research & Development,18,4,Medical,2,611,2,Male,126,4,2,Laboratory Technician,6,Single,10566,30048,14,Y,No,30,6,2,160,2,22,0,4,8,12,2,4
62,No,Travel_Rarely,1358,Research & Development,28,8,Medical,2,613,6,Female,102,8,4,Sales Executive,2,Single,2018,24208,6,Y,No,44,6,6,160,2,34,6,4,8,18,8,10
114,No,Travel_Rarely,472,Research & Development,4,2,Medical,2,613,4,Male,78,2,4,Research Director,6,Married,20862,30482,0,Y,No,50,6,4,160,2,8,6,4,6,10,4,14
78,No,Travel_Rarely,594,Research & Development,2,4,Medical,2,615,4,Male,120,2,4,Healthcare Representative,4,Single,13574,19706,2,Y,No,40,6,2,160,2,10,2,2,0,16,2,6
98,No,Travel_Rarely,962,Research & Development,14,6,Medical,2,618,4,Male,82,4,2,Healthcare Representative,6,Single,9982,43180,8,Y,No,22,6,2,160,0,18,6,6,4,0,2,16
106,No,Travel_Rarely,204,Research & Development,8,4,Medical,2,624,6,Female,96,4,8,Sales Executive,4,Divorced,2366,16730,0,Y,No,26,6,2,160,0,24,10,6,22,0,0,8
68,No,Travel_Rarely,1586,Research & Development,54,4,Medical,2,636,4,Male,94,4,2,Research Scientist,2,Divorced,26960,44720,6,Y,Yes,22,6,4,160,2,36,6,2,4,2,0,0
68,No,Travel_Rarely,1044,Research & Development,12,4,Medical,2,656,4,Female,100,4,2,Laboratory Technician,2,Married,8446,15056,10,Y,No,28,6,4,160,2,2,4,6,0,0,0,18
88,No,Travel_Rarely,1524,Research & Development,28,4,Medical,2,668,4,Male,156,4,6,Sales Representative,4,Divorced,8350,37586,0,Y,No,30,6,6,160,2,28,2,6,0,8,12,16
86,No,Travel_Rarely,1076,Research & Development,30,4,Medical,2,695,4,Female,152,4,2,Laboratory Technician,4,Single,12102,27534,2,Y,No,34,6,6,160,2,18,0,6,14,2,12,6
120,No,Travel_Rarely,2088,Research & Development,2,4,Medical,2,707,2,Male,152,4,2,Laboratory Technician,2,Single,17100,41336,0,Y,No,36,6,4,160,0,10,0,4,44,10,2,8
60,No,Travel_Rarely,1940,Research & Development,22,4,Medical,2,720,2,Male,200,4,2,Manufacturing Director,2,Single,17782,18762,4,Y,No,26,6,2,160,2,8,6,4,8,8,0,12
104,No,Travel_Rarely,1618,Research & Development,46,4,Medical,2,722,4,Male,94,4,8,Sales Executive,4,Single,9106,6002,4,Y,No,24,6,8,160,0,30,2,4,52,0,0,14
92,No,Travel_Rarely,2998,Research & Development,20,2,Medical,2,726,6,Female,124,4,2,Sales Executive,2,Single,9494,8638,4,Y,No,32,6,4,160,2,22,8,6,26,8,4,8
74,No,Travel_Rarely,786,Research & Development,2,8,Medical,2,729,6,Female,182,4,6,Sales Executive,2,Married,20452,30800,4,Y,Yes,38,6,6,160,2,42,6,6,28,0,4,6
70,No,Travel_Rarely,1484,Research & Development,16,4,Medical,2,729,2,Male,172,4,8,Sales Representative,6,Married,9392,34586,12,Y,No,34,6,8,160,0,54,2,4,10,4,0,0
70,No,Travel_Rarely,1428,Research & Development,24,8,Medical,2,730,2,Female,76,2,2,Research Scientist,4,Married,25502,26034,10,Y,No,28,6,4,160,2,30,0,2,2,6,4,10
48,No,Travel_Rarely,1600,Research & Development,42,6,Medical,2,732,4,Male,136,4,2,Sales Executive,2,Married,19368,18682,0,Y,Yes,24,6,2,160,2,0,4,6,10,0,0,10
74,No,Travel_Rarely,1076,Research & Development,10,6,Medical,2,741,6,Female,96,2,4,Research Scientist,6,Single,19118,17396,6,Y,No,36,6,4,160,2,36,2,4,8,18,4,10
56,No,Travel_Rarely,1692,Research & Development,2,2,Medical,2,762,8,Male,140,4,4,Laboratory Technician,8,Single,18518,16284,4,Y,Yes,24,6,2,160,0,28,4,6,0,10,2,16
62,No,Travel_Rarely,1888,Research & Development,2,10,Medical,2,764,2,Female,152,4,8,Sales Executive,4,Single,6782,21218,0,Y,No,30,6,2,160,0,14,6,6,18,12,0,10
86,No,Travel_Rarely,2204,Research & Development,16,4,Medical,2,766,4,Female,132,4,4,Research Scientist,4,Divorced,12612,4188,4,Y,No,28,6,8,160,0,26,4,6,18,0,6,8
98,No,Travel_Rarely,1428,Research & Development,22,4,Medical,2,768,8,Female,70,4,4,Healthcare Representative,6,Divorced,8366,35414,6,Y,Yes,30,6,4,160,2,6,2,6,16,14,0,8
74,No,Travel_Rarely,2998,Research & Development,6,4,Medical,2,769,2,Female,136,4,2,Manager,4,Single,2018,38162,4,Y,Yes,26,6,6,160,0,40,6,4,8,4,0,10
50,No,Travel_Rarely,2174,Research & Development,2,8,Medical,2,777,6,Male,168,4,4,Research Director,4,Single,19156,18548,8,Y,No,22,6,4,160,0,18,6,2,38,0,8,0
44,No,Travel_Rarely,1048,Research & Development,38,6,Medical,2,777,6,Male,176,6,4,Sales Executive,8,Single,29248,13162,6,Y,No,22,6,6,160,0,0,2,4,26,4,6,8
50,No,Travel_Rarely,2292,Research & Development,8,8,Medical,2,788,4,Female,120,2,4,Manufacturing Director,6,Married,26694,25216,4,Y,No,28,6,6,160,4,58,6,2,26,18,14,10
90,No,Travel_Rarely,1944,Research & Development,2,2,Medical,2,791,2,Female,70,6,2,Laboratory Technician,4,Single,4634,44858,6,Y,No,34,6,4,160,0,16,4,6,20,4,0,6
92,No,Travel_Rarely,444,Research & Development,18,6,Medical,2,792,4,Male,124,4,4,Laboratory Technician,6,Married,2018,43100,8,Y,No,26,6,2,160,0,56,2,6,16,22,2,10
88,No,Travel_Rarely,1288,Research & Development,2,6,Medical,2,801,4,Female,126,2,2,Human Resources,2,Divorced,20778,4188,14,Y,No,40,6,2,160,0,38,6,4,14,0,0,2
92,No,Travel_Rarely,2916,Research & Development,32,4,Medical,2,803,6,Female,136,6,2,Laboratory Technician,6,Divorced,18222,27976,2,Y,No,36,6,6,160,0,10,4,2,14,14,0,16
66,No,Travel_Rarely,1360,Research & Development,24,6,Medical,2,808,4,Male,86,4,4,Healthcare Representative,4,Single,16052,30038,0,Y,Yes,34,6,8,160,0,22,6,4,4,10,6,12
56,No,Travel_Rarely,1258,Research & Development,6,2,Medical,2,813,6,Male,82,4,4,Sales Executive,2,Married,20312,13812,10,Y,No,38,6,4,160,4,50,4,2,0,0,0,2
70,No,Travel_Rarely,204,Research & Development,12,4,Medical,2,816,2,Male,144,6,4,Healthcare Representative,2,Single,10884,31540,0,Y,Yes,38,6,8,160,4,14,4,6,30,20,0,12
100,No,Travel_Rarely,1860,Research & Development,22,8,Medical,2,821,4,Male,176,4,4,Laboratory Technician,2,Single,16890,5900,4,Y,No,32,6,4,160,2,18,4,4,0,18,8,6
58,No,Travel_Rarely,2998,Research & Development,14,2,Medical,2,844,8,Male,154,4,6,Sales Executive,4,Married,9840,48668,14,Y,No,22,6,6,160,2,6,4,4,38,8,10,18
116,No,Travel_Rarely,1028,Research & Development,40,4,Medical,2,849,4,Male,178,2,2,Sales Executive,8,Married,22638,27992,8,Y,No,24,6,6,160,0,22,4,6,0,8,8,16
88,No,Travel_Rarely,2398,Research & Development,2,4,Medical,2,856,2,Male,134,2,2,Sales Executive,4,Divorced,2018,16074,4,Y,No,38,6,2,160,4,40,4,2,0,4,10,12
104,No,Travel_Rarely,642,Research & Development,2,8,Medical,2,864,8,Male,108,6,2,Sales Executive,4,Married,8550,46628,10,Y,Yes,28,6,4,160,2,8,6,4,10,0,10,14
74,No,Travel_Rarely,2304,Research & Development,14,4,Medical,2,884,4,Male,86,4,2,Manufacturing Director,6,Single,25532,22152,12,Y,No,22,6,6,160,0,46,2,4,10,12,0,2
86,No,Travel_Rarely,2778,Research & Development,48,4,Medical,2,907,2,Male,98,6,4,Research Scientist,2,Married,6814,53778,0,Y,Yes,26,6,6,160,2,22,4,4,18,6,0,4
106,No,Travel_Rarely,2584,Research & Development,12,2,Medical,2,909,6,Female,150,4,2,Sales Executive,8,Married,4230,24300,4,Y,No,34,6,6,160,0,34,4,6,0,8,0,16
68,No,Travel_Rarely,1928,Research & Development,26,4,Medical,2,915,8,Female,200,6,2,Sales Executive,4,Single,9674,46006,0,Y,Yes,28,6,2,160,2,30,8,6,6,0,4,10
66,No,Travel_Rarely,1094,Research & Development,16,4,Medical,2,920,4,Male,154,4,4,Sales Executive,4,Married,10524,25690,2,Y,No,34,6,8,160,2,12,4,2,8,8,0,8
50,No,Travel_Rarely,2332,Research & Development,28,8,Medical,2,922,4,Male,126,8,4,Sales Executive,6,Married,19038,28806,6,Y,Yes,22,6,2,160,0,40,4,4,10,0,8,10
76,No,Travel_Rarely,1762,Research & Development,2,4,Medical,2,928,6,Female,144,4,6,Research Scientist,2,Married,24794,31498,8,Y,Yes,30,6,4,160,0,0,2,4,22,10,0,8
62,No,Travel_Rarely,1832,Research & Development,2,8,Medical,2,930,6,Female,140,4,4,Research Scientist,8,Single,10352,33514,6,Y,Yes,22,6,6,160,2,18,6,4,22,18,4,4
84,No,Travel_Rarely,1118,Research & Development,40,6,Medical,2,936,6,Female,68,6,2,Healthcare Representative,4,Married,6376,24024,8,Y,Yes,26,6,4,160,0,32,2,4,20,0,4,10
66,No,Travel_Rarely,1178,Research & Development,2,4,Medical,2,948,6,Male,160,4,2,Manager,8,Married,10058,36416,2,Y,No,28,6,4,160,0,10,0,6,10,0,0,4
88,No,Travel_Rarely,1782,Research & Development,6,4,Medical,2,949,6,Female,60,4,4,Laboratory Technician,6,Married,33986,25436,4,Y,No,30,6,4,160,0,0,6,4,12,2,12,12
86,No,Travel_Rarely,1716,Research & Development,24,4,Medical,2,954,6,Male,130,6,4,Research Director,4,Divorced,2018,38508,4,Y,Yes,34,6,8,160,2,16,8,2,10,8,2,0
68,No,Travel_Rarely,1762,Research & Development,6,2,Medical,2,982,6,Male,116,4,2,Laboratory Technician,8,Married,2018,45592,0,Y,No,38,6,4,160,0,38,4,6,0,0,10,14
64,No,Travel_Rarely,2374,Research & Development,4,4,Medical,2,985,6,Female,130,6,2,Sales Executive,2,Single,27104,44080,10,Y,No,26,8,4,160,2,20,6,4,26,0,10,6
84,No,Travel_Rarely,2616,Research & Development,2,2,Medical,2,990,8,Male,130,6,2,Manufacturing Director,2,Married,10936,30440,8,Y,No,26,6,2,160,0,34,6,4,16,2,4,0
62,No,Travel_Rarely,204,Research & Development,16,2,Medical,2,1001,2,Male,186,2,2,Laboratory Technician,6,Married,10264,53998,6,Y,No,26,6,2,160,0,30,2,6,8,12,0,14
86,No,Travel_Rarely,2998,Research & Development,34,6,Medical,2,1005,6,Male,200,6,4,Sales Executive,2,Married,11776,39604,12,Y,No,22,6,2,160,0,32,6,4,8,2,0,4
48,No,Travel_Rarely,504,Research & Development,18,4,Medical,2,1006,6,Female,102,6,4,Healthcare Representative,2,Single,26504,12000,4,Y,No,26,6,6,160,0,4,2,6,2,4,2,20
96,No,Travel_Rarely,1100,Research & Development,16,4,Medical,2,1010,4,Female,160,4,8,Sales Executive,2,Divorced,2018,53998,4,Y,No,22,6,2,160,0,22,2,4,10,14,12,12
70,No,Travel_Rarely,1230,Research & Development,2,6,Medical,2,1015,2,Male,156,4,4,Manufacturing Director,4,Married,22852,21930,0,Y,Yes,34,6,4,160,0,14,2,6,6,18,8,0
78,No,Travel_Rarely,2390,Research & Development,2,6,Medical,2,1021,2,Male,106,6,4,Healthcare Representative,2,Married,11548,48994,4,Y,No,22,6,6,160,0,26,6,4,18,2,0,14
80,No,Travel_Rarely,2938,Research & Development,8,6,Medical,2,1023,8,Male,136,4,2,Manufacturing Director,4,Single,2018,43148,0,Y,No,26,6,4,160,2,0,2,4,20,16,8,12
62,No,Travel_Rarely,1104,Research & Development,38,4,Medical,2,1032,2,Male,134,4,4,Sales Executive,8,Single,9310,51100,8,Y,Yes,32,6,4,160,2,0,4,4,0,0,0,2
74,No,Travel_Rarely,2354,Research & Development,30,6,Medical,2,1058,4,Female,76,4,2,Healthcare Representative,2,Married,14932,13792,0,Y,No,30,6,2,160,0,18,2,4,14,10,0,2
84,No,Travel_Rarely,2998,Research & Development,2,4,Medical,2,1067,6,Female,154,2,2,Manager,4,Divorced,30622,40672,4,Y,Yes,38,6,2,160,2,28,4,6,16,16,10,10
82,No,Travel_Rarely,1240,Research & Development,2,6,Medical,2,1072,8,Male,60,2,4,Healthcare Representative,4,Married,19032,16312,0,Y,No,30,6,2,160,2,16,4,2,24,0,4,8
92,No,Travel_Rarely,776,Research & Development,18,4,Medical,2,1077,8,Male,104,4,6,Human Resources,4,Divorced,31496,38332,10,Y,No,48,6,8,160,0,18,8,6,22,6,8,2
96,No,Travel_Rarely,936,Research & Development,16,6,Medical,2,1083,4,Female,186,8,4,Research Director,6,Married,12866,19340,2,Y,No,38,6,6,160,2,34,4,2,16,10,0,6
84,No,Travel_Rarely,1216,Research & Development,2,8,Medical,2,1086,4,Male,158,6,4,Research Scientist,2,Married,24786,47240,0,Y,No,32,6,4,160,2,12,4,4,32,0,12,10
88,No,Travel_Rarely,2422,Research & Development,22,4,Medical,2,1093,8,Male,92,6,2,Manufacturing Director,8,Single,15626,10174,0,Y,Yes,24,6,6,160,0,16,10,4,12,4,0,16
100,No,Travel_Rarely,2998,Research & Development,36,4,Medical,2,1094,2,Male,78,6,6,Laboratory Technician,2,Married,23308,22202,4,Y,No,30,6,4,160,0,26,0,6,16,0,2,0
36,No,Travel_Rarely,204,Research & Development,24,4,Medical,2,1097,6,Male,128,4,2,Human Resources,2,Single,29436,19568,4,Y,Yes,34,6,4,160,2,40,6,6,18,8,6,6
48,No,Travel_Rarely,896,Research & Development,2,6,Medical,2,1098,2,Female,200,6,2,Sales Executive,4,Divorced,2018,19730,0,Y,No,36,6,2,160,2,0,4,4,10,10,6,16
88,No,Travel_Rarely,1924,Research & Development,30,6,Medical,2,1101,6,Male,132,6,4,Sales Executive,4,Single,7106,53998,8,Y,Yes,30,6,2,160,0,10,8,2,12,2,12,8
66,No,Travel_Rarely,2998,Research & Development,2,4,Medical,2,1106,8,Male,94,8,2,Laboratory Technician,2,Divorced,3008,31204,0,Y,No,26,6,2,160,0,24,2,2,40,22,0,4
62,No,Travel_Rarely,1116,Research & Development,32,2,Medical,2,1115,2,Male,172,4,4,Research Scientist,8,Divorced,13766,28724,2,Y,No,30,6,6,160,0,14,2,4,28,8,0,8
104,No,Travel_Rarely,2150,Research & Development,32,4,Medical,2,1119,4,Female,120,4,4,Research Scientist,4,Married,2018,9602,8,Y,Yes,34,6,8,160,0,24,8,4,0,8,10,0
110,No,Travel_Rarely,1376,Research & Development,6,4,Medical,2,1120,2,Female,66,2,4,Laboratory Technician,6,Divorced,8314,40454,0,Y,No,34,6,4,160,0,34,8,4,8,6,2,0
58,No,Travel_Rarely,1368,Research & Development,6,2,Medical,2,1123,6,Male,92,2,4,Sales Executive,2,Divorced,10524,22882,8,Y,Yes,24,6,4,160,0,32,4,4,14,0,8,6
88,No,Travel_Rarely,2162,Research & Development,12,2,Medical,2,1126,6,Female,138,2,4,Manager,4,Single,29390,10646,4,Y,No,26,6,6,160,2,4,6,4,6,18,4,12
72,No,Travel_Rarely,852,Research & Development,30,6,Medical,2,1126,4,Male,128,6,2,Sales Representative,4,Single,28460,44612,0,Y,No,30,6,2,160,2,30,8,4,2,4,4,10
68,No,Travel_Rarely,1980,Research & Development,16,8,Medical,2,1138,8,Male,112,6,6,Laboratory Technician,4,Single,20872,16398,4,Y,No,28,6,6,160,0,36,6,4,22,6,4,18
88,No,Travel_Rarely,1096,Research & Development,40,6,Medical,2,1140,6,Male,134,4,2,Healthcare Representative,6,Divorced,5242,17542,4,Y,No,22,6,2,160,2,50,4,2,16,12,6,4
80,No,Travel_Rarely,2284,Research & Development,12,2,Medical,2,1155,6,Female,160,4,2,Research Director,6,Married,10156,37782,6,Y,Yes,28,6,8,160,2,0,2,6,0,8,18,4
78,No,Travel_Rarely,1480,Research & Development,2,4,Medical,2,1165,4,Male,186,6,4,Sales Representative,4,Married,32288,46856,2,Y,No,30,6,6,160,0,62,8,4,0,6,0,18
36,No,Travel_Rarely,204,Research & Development,26,4,Medical,2,1171,8,Female,178,4,8,Laboratory Technician,4,Married,8884,38826,6,Y,No,42,6,6,160,0,28,4,4,6,12,0,4
68,No,Travel_Rarely,1866,Research & Development,20,4,Medical,2,1174,4,Male,162,6,2,Manufacturing Director,2,Married,21920,30842,4,Y,Yes,30,6,8,160,2,18,2,4,32,2,4,8
